BootsName,BootsMaterial,BootsBrand,BootsType,BootsPosition
Copa Pure+,Fusionskin,adidas,Control,Midfield
Predator Edge.1,Primeknit,adidas,Control,Midfield
X Speedportal.1,Speedskin,adidas,Speed,Attack
X Speedportal.1,Speedskin,adidas,Speed,Attack
X Speedportal+,Speedskin,adidas,Speed,Attack
X Speedportal.1,Speedskin,adidas,Speed,Attack
X Speedportal.1,Speedskin,adidas,Speed,Attack
X Speedflow.1,Synthetic,adidas,Speed,Attack
Copa Pure.1,Fusionskin,adidas,Control,Midfield
Predator Accuracy.1 Low,Primeknit,adidas,Control,Midfield
X Speedportal.1,Speedskin,adidas,Speed,Attack
X Speedportal.1,Speedskin,adidas,Speed,Attack
X Speedportal.1,Speedskin,adidas,Speed,Attack
X Speedportal+,Speedskin,adidas,Speed,Attack
X Speedflow.1,Synthetic,adidas,Speed,Attack
X Speedportal+,Speedskin,adidas,Speed,Attack
X 19.1,Synthetic,adidas,Speed,Attack
X Speedportal+,Speedskin,adidas,Speed,Attack
X Speedportal+,Speedskin,adidas,Speed,Attack
Predator Edge.1 Low,Primeknit,adidas,Control,Midfield
X Speedportal+,Speedskin,adidas,Speed,Attack
X Speedportal.1,Speedskin,adidas,Speed,Attack
Copa 20.1,Fusionskin,adidas,Control,Midfield
Predator Edge+,Primeknit,adidas,Control,Midfield
X Speedportal.1,Speedskin,adidas,Speed,Attack
Predator Accuracy+,Primeknit,adidas,Control,Midfield
Predator Freak.1 Low,,adidas,Control,
X Speedportal.1,Speedskin,adidas,Speed,Attack
X Ghosted.1,Synthetic,adidas,Speed,
DS Light X-Fly 4,Kangaroo Leather,Asics,,
DS Light X-Fly 4,Kangaroo Leather,Asics,,
Propulsion Cup,,Joma,Speed,
Propulsion Cup,,Joma,Speed,
Propulsion Cup,,Joma,Speed,
Propulsion Cup,,Joma,Speed,
Propulsion Lite 2017,,Joma,,
Propulsion Lite 2017,,Joma,,
Propulsion Lite 2017,,Joma,,
Propulsion Cup,,Joma,Speed,
CLR 900,,Kipsta,Syntheti,
CLR 900,,Kipsta,Syntheti,
Solista 200 IV,,Lotto,,
Maestro 200,,Lotto,,
Solista 100 IV Gravity,,Lotto,,
Solista 200 IV,,Lotto,,
Maestro 200,,Lotto,,
Solista 200 IV,,Lotto,,
Maestro 100 IV,,Lotto,,
Solista 200 IV,,Lotto,,
Maestro 100 IV,,Lotto,,
Solista 200 IV,,Lotto,,
Alpha,Synthetic,Mizuno,Speed,
Morelia Neo III Beta,,Mizuno,,
Morelia Neo II,,Mizuno,,
Morelia Neo III Beta,,Mizuno,,
Morelia Neo III Beta,,Mizuno,,
Morelia Neo III Beta,,Mizuno,,
Morelia Neo,K Leather,Mizuno,Heritage,Defence
Morelia II,K-Leather,Mizuno,Heritage,Midfield
Alpha,Synthetic,Mizuno,Speed,
Morelia Neo III Beta,,Mizuno,,
Morelia Neo III Beta,,Mizuno,,
Morelia Neo III Beta,,Mizuno,,
Morelia Neo II,,Mizuno,,
Morelia Neo,K Leather,Mizuno,Heritage,Defence
Morelia II,K-Leather,Mizuno,Heritage,Midfield
Morelia Neo III Beta,,Mizuno,,
Morelia Neo III Beta,,Mizuno,,
Morelia Neo III Beta,,Mizuno,,
Morelia Neo III Beta,,Mizuno,,
Alpha,Synthetic,Mizuno,Speed,
Morelia Neo II,,Mizuno,,
Morelia Neo III Beta,,Mizuno,,
Morelia Neo III Beta,,Mizuno,,
Morelia Neo III Beta,,Mizuno,,
Morelia Neo,K Leather,Mizuno,Heritage,Defence
Morelia Neo III Beta,,Mizuno,,
Morelia Neo III Beta,,Mizuno,,
Morelia Neo III Beta,,Mizuno,,
Morelia Neo III Beta,,Mizuno,,
Morelia Neo III Beta,,Mizuno,,
Morelia Neo III Beta,,Mizuno,,
Morelia Neo III Beta,,Mizuno,,
Furon v7,Hypoknit,New Balance,Speed,Attack
Furon v6+,,New Balance,Speed,
Furon v7,Hypoknit,New Balance,Speed,Attack
Tekela v4,Knit,New Balance,,
Furon v6+,,New Balance,Speed,
Furon 4.0,Synthetic,New Balance,Speed,Attack
Tekela v4,Knit,New Balance,,
Furon v7,Hypoknit,New Balance,Speed,Attack
Furon v6+ Leather,Leather,New Balance,Speed,
Furon v7,Hypoknit,New Balance,Speed,Attack
Furon v6,Fit Weave,New Balance,Speed,Attack
Furon v7,Hypoknit,New Balance,Speed,Attack
Tekela v4,Knit,New Balance,,
Furon v7,Hypoknit,New Balance,Speed,Attack
Furon v6,Fit Weave,New Balance,Speed,Attack
Tekela v4,Knit,New Balance,,
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GT2 DF,Flyknit,Nike,,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom VNM,Flyknit,Nike,Striking,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Phantom GX DF,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Phantom GT DF,,Nike,Control,
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Tiempo Legend VIII,K Leather / Flyknit,Nike,Heritage,Defence
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Mercurial Vapor Next Nature,,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GX,Gripknit,Nike,Control,Midfield
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GX,Gripknit,Nike,Control,Midfield
Mercurial Superfly VII,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Phantom GT,,Nike,Control,Midfield
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Tiempo Legend VIII,K Leather / Flyknit,Nike,Heritage,Defence
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Phantom GX DF,Gripknit,Nike,Control,Midfield
Phantom GX,Gripknit,Nike,Control,Midfield
Phantom GT2 DF,Flyknit,Nike,,Midfield
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Hypervenom Phinish,Synthetic,Nike,Agility,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend VIII,K Leather / Flyknit,Nike,Heritage,Defence
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Phantom GX DF,Gripknit,Nike,Control,Midfield
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Mercurial Superfly,Flyknit,Nike,Speed,Attack
Mercurial Superfly VII,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Phantom VNM,Flyknit,Nike,Striking,Attack
Phantom VNM,Flyknit,Nike,Striking,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Phantom GT DF,,Nike,Control,
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GT DF,,Nike,Control,
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GT2,Flyknit,Nike,,Midfield
Phantom GX,Gripknit,Nike,Control,Midfield
Phantom GX DF,Gripknit,Nike,Control,Midfield
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX DF,Gripknit,Nike,Control,Midfield
Mercurial Superfly VI CR7 Elite,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GX DF,Gripknit,Nike,Control,Midfield
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GT2 DF,Flyknit,Nike,,Midfield
Phantom GT2,Flyknit,Nike,,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Tiempo Legend VIII,K Leather / Flyknit,Nike,Heritage,Defence
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GT2 DF,Flyknit,Nike,,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Mercurial Superfly VII,Flyknit,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Phantom GT2 DF,Flyknit,Nike,,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Mercurial Superfly VIII Elite iD,,Nike,Speed,
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom VSN Elite,Synthetic,Nike,Control,Midfield
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom Ultra Venom,Flyknit,Nike,Agility,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GX DF,Gripknit,Nike,Control,Midfield
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor IX,Synthetic,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Mercurial Superfly VI,Flyknit,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Phantom GX,Gripknit,Nike,Control,Midfield
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15 By You,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor XII,Flyknit,Nike,Speed,Attack
Phantom VNM,Flyknit,Nike,Striking,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GT DF,,Nike,Control,
Phantom GT2,Flyknit,Nike,,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Phantom GX,Gripknit,Nike,Control,Midfield
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Phantom GT2,Flyknit,Nike,,Midfield
Phantom GT2,Flyknit,Nike,,Midfield
Phantom GT2,Flyknit,Nike,,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX DF,Gripknit,Nike,Control,Midfield
Phantom GX,Gripknit,Nike,Control,Midfield
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GT By You,,Nike,Control,Midfield
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor XIII,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Phantom GT2,Flyknit,Nike,,Midfield
Phantom GT,,Nike,Control,Midfield
Tiempo Legend VIII,K Leather / Flyknit,Nike,Heritage,Defence
Phantom GT,,Nike,Control,Midfield
Phantom GT,,Nike,Control,Midfield
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Phantom GT DF,,Nike,Control,
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Phantom VNM,Flyknit,Nike,Striking,Attack
Phantom GX,Gripknit,Nike,Control,Midfield
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Vapor 15,Vaporsite+,Nike,Speed,Attack
Mercurial Vapor XII,Flyknit,Nike,Speed,Attack
Mercurial Superfly 8,Flyknit,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Mercurial Vapor 14,Flyknit,Nike,Speed,Attack
Zoom Mercurial Superfly 9,Vaporsite+,Nike,Speed,Attack
Tiempo Legend 9,Kangaroo Leather,Nike,Modern C,Defence
